episodeNumber,steps,agentWinTheGame,agentKilledTheWumpus,agentHasGold,reward,alpha,gamma,epsilon,epsilonDecay
319,4,false,false,false,-2003.0,0.1,0.99,0.7267595445649057,0.001
320,5,false,false,false,-2024.0,0.1,0.99,0.7260327850203407,0.001
321,10,false,false,false,-2039.0,0.1,0.99,0.7253067522353204,0.001
322,2,false,false,false,-2001.0,0.1,0.99,0.724581445483085,0.001
323,4,false,false,false,-2033.0,0.1,0.99,0.723856864037602,0.001
324,22,false,false,false,-3621.0,0.1,0.99,0.7231330071735643,0.001
325,1,false,false,false,-2000.0,0.1,0.99,0.7224098741663908,0.001
326,1,false,false,false,-2000.0,0.1,0.99,0.7216874642922244,0.001
327,4,false,false,false,-2013.0,0.1,0.99,0.7209657768279322,0.001
328,28,false,false,false,-2127.0,0.1,0.99,0.7202448110511043,0.001
329,7,false,false,false,-2036.0,0.1,0.99,0.7195245662400531,0.001
330,4,false,false,false,-2013.0,0.1,0.99,0.7188050416738131,0.001
331,18,false,false,false,-2097.0,0.1,0.99,0.7180862366321393,0.001
332,2,false,false,false,-2001.0,0.1,0.99,0.7173681503955072,0.001
333,14,false,false,false,-2073.0,0.1,0.99,0.7166507822451117,0.001
334,6,false,false,false,-2025.0,0.1,0.99,0.7159341314628666,0.001
335,9,false,false,false,-2048.0,0.1,0.99,0.7152181973314037,0.001
336,12,false,false,false,-2531.0,0.1,0.99,0.7145029791340722,0.001
337,4,false,false,false,-2023.0,0.1,0.99,0.7137884761549381,0.001
338,1,false,false,false,-2000.0,0.1,0.99,0.7130746876787832,0.001
339,3,false,false,false,-2012.0,0.1,0.99,0.7123616129911045,0.001
340,53,false,false,false,-4692.0,0.1,0.99,0.7116492513781133,0.001
341,28,false,false,false,-4607.0,0.1,0.99,0.7109376021267352,0.001
342,33,false,false,false,-3632.0,0.1,0.99,0.7102266645246085,0.001
343,14,false,false,false,-3053.0,0.1,0.99,0.7095164378600839,0.001
344,18,false,false,false,-3607.0,0.1,0.99,0.7088069214222238,0.001
345,12,false,false,false,-2551.0,0.1,0.99,0.7080981145008015,0.001
346,6,false,false,false,-2045.0,0.1,0.99,0.7073900163863007,0.001
347,7,false,false,false,-3006.0,0.1,0.99,0.7066826263699144,0.001
348,28,false,false,false,-4607.0,0.1,0.99,0.7059759437435444,0.001
349,16,false,false,false,-3085.0,0.1,0.99,0.7052699677998009,0.001
350,4,false,false,false,-3013.0,0.1,0.99,0.704564697832001,0.001
351,1,false,false,false,-2000.0,0.1,0.99,0.7038601331341691,0.001
352,65,false,false,false,-5284.0,0.1,0.99,0.7031562730010349,0.001
353,35,false,false,false,-5184.0,0.1,0.99,0.7024531167280339,0.001
354,7,false,false,false,-2036.0,0.1,0.99,0.7017506636113059,0.001
355,1,false,false,false,-2000.0,0.1,0.99,0.7010489129476946,0.001
356,2,false,false,false,-2501.0,0.1,0.99,0.7003478640347469,0.001
357,38,false,false,false,-5127.0,0.1,0.99,0.6996475161707122,0.001
358,17,false,false,false,-3096.0,0.1,0.99,0.6989478686545415,0.001
359,6,false,false,false,-2515.0,0.1,0.99,0.698248920785887,0.001
360,25,false,true,false,-3584.0,0.1,0.99,0.6975506718651011,0.001
361,3,false,false,false,-2502.0,0.1,0.99,0.6968531211932361,0.001
362,4,false,false,false,-2023.0,0.1,0.99,0.6961562680720428,0.001
363,30,false,false,false,-5099.0,0.1,0.99,0.6954601118039707,0.001
364,8,false,false,false,-2527.0,0.1,0.99,0.6947646516921667,0.001
365,8,false,false,false,-2527.0,0.1,0.99,0.6940698870404746,0.001
366,5,false,false,false,-2514.0,0.1,0.99,0.6933758171534341,0.001
367,22,false,false,false,-5571.0,0.1,0.99,0.6926824413362807,0.001
368,3,false,false,false,-2022.0,0.1,0.99,0.6919897588949444,0.001
369,1,false,false,false,-2000.0,0.1,0.99,0.6912977691360495,0.001
370,7,false,false,false,-2516.0,0.1,0.99,0.6906064713669134,0.001
371,7,false,false,false,-2516.0,0.1,0.99,0.6899158648955466,0.001
372,1,false,false,false,-2000.0,0.1,0.99,0.689225949030651,0.001
373,15,false,false,false,-2554.0,0.1,0.99,0.6885367230816204,0.001
374,19,false,false,false,-2598.0,0.1,0.99,0.6878481863585387,0.001
375,6,false,false,false,-2515.0,0.1,0.99,0.6871603381721801,0.001
