episodeNumber,steps,agentWinTheGame,agentKilledTheWumpus,reward,alpha,gamma,epsilon,epsilonDecay
395,20,true,true,1971.0,0.1,0.99,0.018875647833468602,0.01
396,21,true,true,1960.0,0.1,0.99,0.018686891355133916,0.01
397,20,true,true,1971.0,0.1,0.99,0.018500022441582577,0.01
398,20,true,true,1971.0,0.1,0.99,0.01831502221716675,0.01
399,20,true,true,1971.0,0.1,0.99,0.018131871994995084,0.01
400,20,true,true,1971.0,0.1,0.99,0.017950553275045134,0.01
401,20,true,true,1971.0,0.1,0.99,0.017771047742294682,0.01
402,20,true,true,1971.0,0.1,0.99,0.017593337264871736,0.01
403,20,true,true,1971.0,0.1,0.99,0.01741740389222302,0.01
404,22,true,true,1969.0,0.1,0.99,0.01724322985330079,0.01
405,22,true,true,1949.0,0.1,0.99,0.017070797554767782,0.01
406,22,true,true,1969.0,0.1,0.99,0.016900089579220106,0.01
407,20,true,true,1971.0,0.1,0.99,0.016731088683427906,0.01
408,21,true,true,1960.0,0.1,0.99,0.016563777796593626,0.01
409,20,true,true,1971.0,0.1,0.99,0.016398140018627688,0.01
410,20,true,true,1971.0,0.1,0.99,0.01623415861844141,0.01
411,20,true,true,1971.0,0.1,0.99,0.016071817032256998,0.01
412,20,true,true,1971.0,0.1,0.99,0.01591109886193443,0.01
413,20,true,true,1971.0,0.1,0.99,0.015751987873315085,0.01
414,21,true,true,1960.0,0.1,0.99,0.015594467994581935,0.01
415,20,true,true,1971.0,0.1,0.99,0.015438523314636115,0.01
416,23,true,true,1468.0,0.1,0.99,0.015284138081489753,0.01
417,20,true,true,1971.0,0.1,0.99,0.015131296700674856,0.01
418,20,true,true,1971.0,0.1,0.99,0.014979983733668108,0.01
419,640,false,false,-4019.0,0.1,0.99,0.014830183896331426,0.01
420,20,true,true,1971.0,0.1,0.99,0.014681882057368112,0.01
421,20,true,true,1971.0,0.1,0.99,0.01453506323679443,0.01
422,21,true,true,1970.0,0.1,0.99,0.014389712604426485,0.01
423,20,true,true,1971.0,0.1,0.99,0.01424581547838222,0.01
424,20,true,true,1971.0,0.1,0.99,0.014103357323598397,0.01
425,20,true,true,1971.0,0.1,0.99,0.013962323750362413,0.01
426,20,true,true,1971.0,0.1,0.99,0.013822700512858789,0.01
427,20,true,true,1971.0,0.1,0.99,0.0136844735077302,0.01
428,20,true,true,1971.0,0.1,0.99,0.013547628772652899,0.01
429,20,true,true,1971.0,0.1,0.99,0.01341215248492637,0.01
430,20,true,true,1971.0,0.1,0.99,0.013278030960077106,0.01
431,21,true,true,1960.0,0.1,0.99,0.013145250650476335,0.01
432,21,true,true,1960.0,0.1,0.99,0.01301379814397157,0.01
433,20,true,true,1971.0,0.1,0.99,0.012883660162531854,0.01
434,20,true,true,1971.0,0.1,0.99,0.012754823560906535,0.01
435,20,true,true,1971.0,0.1,0.99,0.01262727532529747,0.01
436,20,true,true,1971.0,0.1,0.99,0.012501002572044496,0.01
437,20,true,true,1971.0,0.1,0.99,0.01237599254632405,0.01
438,22,true,true,1969.0,0.1,0.99,0.01225223262086081,0.01
439,20,true,true,1971.0,0.1,0.99,0.012129710294652202,0.01
440,20,true,true,1971.0,0.1,0.99,0.01200841319170568,0.01
441,20,true,true,1971.0,0.1,0.99,0.011888329059788623,0.01
442,21,true,true,1960.0,0.1,0.99,0.011769445769190737,0.01
443,554,false,false,-3903.0,0.1,0.99,0.01165175131149883,0.01
444,20,true,true,1971.0,0.1,0.99,0.011535233798383842,0.01
445,20,true,true,1971.0,0.1,0.99,0.011419881460400004,0.01
446,22,true,true,1469.0,0.1,0.99,0.011305682645796004,0.01
447,20,true,true,1971.0,0.1,0.99,0.011192625819338045,0.01
448,20,true,true,1971.0,0.1,0.99,0.011080699561144665,0.01
449,220,false,false,-2319.0,0.1,0.99,0.010969892565533218,0.01
450,20,true,true,1971.0,0.1,0.99,0.010860193639877886,0.01
451,20,true,true,1971.0,0.1,0.99,0.010751591703479106,0.01
452,20,true,true,1971.0,0.1,0.99,0.010644075786444315,0.01
453,20,true,true,1971.0,0.1,0.99,0.010537635028579873,0.01
454,20,true,true,1971.0,0.1,0.99,0.010432258678294073,0.01
455,20,true,true,1971.0,0.1,0.99,0.010327936091511133,0.01
456,21,true,true,1960.0,0.1,0.99,0.010224656730596022,0.01
457,20,true,true,1971.0,0.1,0.99,0.01012241016329006,0.01
458,20,true,true,1971.0,0.1,0.99,0.01002118606165716,0.01
459,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
460,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
461,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
462,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
463,24,true,true,1967.0,0.1,0.99,0.009920974201040588,0.01
464,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
465,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
466,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
467,22,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
468,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
469,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
470,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
471,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
472,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
473,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
474,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
475,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
476,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
477,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
478,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
479,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
480,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
481,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
482,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
483,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
484,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
485,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
486,23,true,true,1468.0,0.1,0.99,0.009920974201040588,0.01
487,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
488,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
489,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
490,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
491,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
492,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
493,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
494,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
495,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
496,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
497,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
498,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
499,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
500,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
501,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
502,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
503,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
504,20,false,true,-2039.0,0.1,0.99,0.009920974201040588,0.01
505,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
506,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
507,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
508,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
509,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
510,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
511,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
512,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
513,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
514,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
515,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
516,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
517,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
518,22,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
519,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
520,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
521,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
522,22,true,true,1469.0,0.1,0.99,0.009920974201040588,0.01
523,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
524,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
525,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
526,21,true,true,1470.0,0.1,0.99,0.009920974201040588,0.01
527,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
528,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
529,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
530,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
531,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
532,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
533,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
534,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
535,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
536,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
537,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
538,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
539,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
540,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
541,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
542,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
543,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
544,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
545,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
546,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
547,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
548,429,false,false,-3168.0,0.1,0.99,0.009920974201040588,0.01
549,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
550,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
551,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
552,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
553,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
554,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
555,23,true,true,1468.0,0.1,0.99,0.009920974201040588,0.01
556,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
557,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
558,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
559,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
560,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
561,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
562,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
563,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
564,23,true,true,1968.0,0.1,0.99,0.009920974201040588,0.01
565,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
566,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
567,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
568,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
569,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
570,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
571,21,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
572,131,false,false,-2210.0,0.1,0.99,0.009920974201040588,0.01
573,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
574,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
575,22,true,true,1459.0,0.1,0.99,0.009920974201040588,0.01
576,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
577,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
578,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
579,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
580,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
581,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
582,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
583,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
584,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
585,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
586,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
587,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
588,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
589,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
590,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
591,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
592,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
593,21,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
594,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
595,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
596,22,true,true,1459.0,0.1,0.99,0.009920974201040588,0.01
597,1123,false,false,-6182.0,0.1,0.99,0.009920974201040588,0.01
598,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
599,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
600,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
601,30,false,false,-2559.0,0.1,0.99,0.009920974201040588,0.01
602,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
603,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
604,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
605,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
606,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
607,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
608,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
609,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
610,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
611,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
612,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
613,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
614,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
615,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
616,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
617,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
618,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
619,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
620,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
621,1,false,false,-2000.0,0.1,0.99,0.009920974201040588,0.01
622,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
623,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
624,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
625,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
626,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
627,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
628,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
629,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
630,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
631,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
632,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
633,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
634,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
635,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
636,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
637,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
638,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
639,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
640,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
641,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
642,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
643,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
644,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
645,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
646,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
647,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
648,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
649,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
650,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
651,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
652,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
653,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
654,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
655,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
656,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
657,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
658,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
659,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
660,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
661,23,true,true,1468.0,0.1,0.99,0.009920974201040588,0.01
662,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
663,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
664,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
665,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
666,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
667,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
668,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
669,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
670,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
671,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
672,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
673,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
674,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
675,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
676,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
677,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
678,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
679,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
680,21,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
681,19,false,true,-2028.0,0.1,0.99,0.009920974201040588,0.01
682,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
683,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
684,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
685,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
686,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
687,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
688,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
689,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
690,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
691,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
692,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
693,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
694,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
695,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
696,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
697,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
698,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
699,821,false,false,-4220.0,0.1,0.99,0.009920974201040588,0.01
700,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
701,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
702,22,true,true,1459.0,0.1,0.99,0.009920974201040588,0.01
703,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
704,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
705,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
706,98,false,false,-2137.0,0.1,0.99,0.009920974201040588,0.01
707,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
708,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
709,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
710,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
711,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
712,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
713,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
714,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
715,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
716,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
717,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
718,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
719,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
720,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
721,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
722,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
723,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
724,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
725,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
726,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
727,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
728,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
729,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
730,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
731,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
732,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
733,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
734,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
735,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
736,21,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
737,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
738,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
739,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
740,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
741,21,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
742,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
743,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
744,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
745,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
746,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
747,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
748,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
749,9,false,true,-2028.0,0.1,0.99,0.009920974201040588,0.01
750,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
751,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
752,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
753,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
754,22,true,true,1459.0,0.1,0.99,0.009920974201040588,0.01
755,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
756,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
757,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
758,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
759,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
760,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
761,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
762,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
763,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
764,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
765,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
766,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
767,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
768,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
769,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
770,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
771,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
772,137,false,false,-2716.0,0.1,0.99,0.009920974201040588,0.01
773,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
774,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
775,1,false,false,-2000.0,0.1,0.99,0.009920974201040588,0.01
776,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
777,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
778,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
779,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
780,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
781,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
782,2806,false,false,-7865.0,0.1,0.99,0.009920974201040588,0.01
783,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
784,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
785,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
786,22,true,true,1949.0,0.1,0.99,0.009920974201040588,0.01
787,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
788,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
789,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
790,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
791,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
792,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
793,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
794,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
795,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
796,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
797,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
798,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
799,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
800,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
801,21,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
802,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
803,20,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
