episodeNumber,steps,agentWinTheGame,agentKilledTheWumpus,agentHasGold,reward,alpha,gamma,epsilon,epsilonDecay
45,21,false,false,false,-4060.0,0.1,0.99,0.6361854860638709,0.01
46,10,false,false,false,-2549.0,0.1,0.99,0.6298236312032323,0.01
47,3,false,false,false,-2012.0,0.1,0.99,0.6235253948912,0.01
48,9,false,false,false,-3508.0,0.1,0.99,0.617290140942288,0.01
49,14,false,false,false,-2533.0,0.1,0.99,0.6111172395328651,0.01
50,31,false,false,false,-3140.0,0.1,0.99,0.6050060671375365,0.01
51,1,false,false,false,-2000.0,0.1,0.99,0.5989560064661611,0.01
52,12,false,false,false,-4531.0,0.1,0.99,0.5929664464014994,0.01
53,12,false,false,false,-3051.0,0.1,0.99,0.5870367819374844,0.01
54,11,false,false,false,-3010.0,0.1,0.99,0.5811664141181095,0.01
55,24,false,false,false,-3613.0,0.1,0.99,0.5753547499769285,0.01
56,11,false,false,false,-3060.0,0.1,0.99,0.5696012024771592,0.01
57,27,false,false,false,-3576.0,0.1,0.99,0.5639051904523876,0.01
58,69,false,false,false,-6248.0,0.1,0.99,0.5582661385478638,0.01
59,21,false,false,false,-2070.0,0.1,0.99,0.5526834771623851,0.01
60,22,false,false,false,-2581.0,0.1,0.99,0.5471566423907612,0.01
61,6,false,false,false,-2025.0,0.1,0.99,0.5416850759668536,0.01
62,4,false,false,false,-2003.0,0.1,0.99,0.536268225207185,0.01
63,9,false,false,false,-3038.0,0.1,0.99,0.5309055429551132,0.01
64,24,false,false,false,-2573.0,0.1,0.99,0.525596487525562,0.01
65,11,false,false,false,-2540.0,0.1,0.99,0.5203405226503064,0.01
66,48,false,false,false,-3167.0,0.1,0.99,0.5151371174238033,0.01
67,4,false,false,false,-2003.0,0.1,0.99,0.5099857462495653,0.01
68,3,false,false,false,-2002.0,0.1,0.99,0.5048858887870696,0.01
69,8,false,false,false,-2017.0,0.1,0.99,0.4998370298991989,0.01
70,14,false,false,false,-2083.0,0.1,0.99,0.49483865960020695,0.01
71,15,false,false,false,-2074.0,0.1,0.99,0.4898902730042049,0.01
72,29,false,false,false,-3058.0,0.1,0.99,0.48499137027416284,0.01
73,21,false,false,false,-2080.0,0.1,0.99,0.4801414565714212,0.01
74,19,false,false,false,-3078.0,0.1,0.99,0.475340042005707,0.01
75,19,false,false,false,-3058.0,0.1,0.99,0.47058664158564995,0.01
76,4,false,false,false,-2003.0,0.1,0.99,0.4658807751697934,0.01
77,16,false,false,false,-3075.0,0.1,0.99,0.4612219674180955,0.01
78,16,false,false,false,-3045.0,0.1,0.99,0.45660974774391455,0.01
79,45,false,false,false,-3644.0,0.1,0.99,0.4520436502664754,0.01
80,12,false,false,false,-2041.0,0.1,0.99,0.44752321376381066,0.01
81,15,false,false,false,-2554.0,0.1,0.99,0.44304798162617254,0.01
82,31,false,false,false,-3070.0,0.1,0.99,0.4386175018099108,0.01
83,5,false,false,false,-2014.0,0.1,0.99,0.4342313267918117,0.01
84,6,false,false,false,-2515.0,0.1,0.99,0.4298890135238936,0.01
85,29,false,false,false,-2108.0,0.1,0.99,0.42559012338865465,0.01
86,39,false,false,false,-3628.0,0.1,0.99,0.4213342221547681,0.01
87,15,false,false,false,-2554.0,0.1,0.99,0.41712087993322045,0.01
88,39,false,false,false,-4658.0,0.1,0.99,0.41294967113388825,0.01
89,12,false,false,false,-2051.0,0.1,0.99,0.40882017442254937,0.01
90,17,false,false,false,-3556.0,0.1,0.99,0.4047319726783239,0.01
91,16,false,false,false,-2055.0,0.1,0.99,0.40068465295154065,0.01
92,43,false,false,false,-3592.0,0.1,0.99,0.39667780642202527,0.01
93,84,false,false,false,-5183.0,0.1,0.99,0.392711028357805,0.01
94,27,false,false,false,-2616.0,0.1,0.99,0.38878391807422696,0.01
95,45,false,false,false,-3114.0,0.1,0.99,0.3848960788934847,0.01
96,14,false,false,false,-2033.0,0.1,0.99,0.38104711810454983,0.01
97,19,false,true,false,-3058.0,0.1,0.99,0.37723664692350434,0.01
98,3,false,false,false,-2012.0,0.1,0.99,0.37346428045426927,0.01
99,23,false,false,false,-2102.0,0.1,0.99,0.36972963764972655,0.01
100,5,false,false,false,-2014.0,0.1,0.99,0.36603234127322926,0.01
101,71,false,false,false,-2690.0,0.1,0.99,0.36237201786049694,0.01
102,11,false,false,false,-2050.0,0.1,0.99,0.358748297681892,0.01
103,83,false,false,false,-3712.0,0.1,0.99,0.35516081470507305,0.01
104,5,false,false,false,-2014.0,0.1,0.99,0.3516092065580223,0.01
105,14,false,false,false,-2043.0,0.1,0.99,0.34809311449244207,0.01
106,15,false,true,false,-3534.0,0.1,0.99,0.34461218334751764,0.01
107,45,false,false,false,-3114.0,0.1,0.99,0.34116606151404244,0.01
108,2,false,false,false,-2001.0,0.1,0.99,0.337754400898902,0.01
109,10,false,false,false,-2519.0,0.1,0.99,0.334376856889913,0.01
110,77,false,false,false,-4786.0,0.1,0.99,0.33103308832101386,0.01
111,25,false,false,false,-3044.0,0.1,0.99,0.3277227574378037,0.01
112,18,false,false,false,-2537.0,0.1,0.99,0.3244455298634257,0.01
113,98,false,false,false,-3287.0,0.1,0.99,0.3212010745647914,0.01
114,33,false,false,false,-3062.0,0.1,0.99,0.3179890638191435,0.01
115,21,false,false,false,-2520.0,0.1,0.99,0.31480917318095203,0.01
116,72,false,false,false,-5731.0,0.1,0.99,0.3116610814491425,0.01
117,14,false,false,false,-2023.0,0.1,0.99,0.30854447063465107,0.01
118,7,false,false,false,-3016.0,0.1,0.99,0.30545902592830454,0.01
119,6,false,false,false,-2525.0,0.1,0.99,0.3024044356690215,0.01
120,4,false,false,false,-2513.0,0.1,0.99,0.29938039131233124,0.01
121,30,false,false,false,-3069.0,0.1,0.99,0.2963865873992079,0.01
122,4,false,false,false,-2003.0,0.1,0.99,0.29342272152521587,0.01
123,7,false,false,false,-2016.0,0.1,0.99,0.2904884943099637,0.01
124,2,false,false,false,-2001.0,0.1,0.99,0.28758360936686406,0.01
125,5,false,false,false,-2014.0,0.1,0.99,0.2847077732731954,0.01
126,9,false,false,false,-2018.0,0.1,0.99,0.28186069554046345,0.01
127,16,false,false,false,-2525.0,0.1,0.99,0.2790420885850588,0.01
128,18,false,false,false,-2017.0,0.1,0.99,0.2762516676992082,0.01
129,16,false,false,false,-2555.0,0.1,0.99,0.27348915102221616,0.01
130,9,false,false,false,-2508.0,0.1,0.99,0.270754259511994,0.01
131,90,false,false,false,-3129.0,0.1,0.99,0.26804671691687404,0.01
132,16,false,false,false,-2515.0,0.1,0.99,0.2653662497477053,0.01
133,18,false,false,false,-2037.0,0.1,0.99,0.2627125872502282,0.01
134,4,false,false,false,-2003.0,0.1,0.99,0.2600854613777259,0.01
135,7,false,false,false,-2006.0,0.1,0.99,0.2574846067639487,0.01
136,28,false,false,false,-2547.0,0.1,0.99,0.2549097606963092,0.01
137,31,false,false,false,-2550.0,0.1,0.99,0.2523606630893461,0.01
138,4,false,false,false,-2003.0,0.1,0.99,0.24983705645845267,0.01
139,42,false,false,false,-3061.0,0.1,0.99,0.24733868589386815,0.01
140,13,false,false,false,-2012.0,0.1,0.99,0.24486529903492946,0.01
141,15,false,false,false,-3534.0,0.1,0.99,0.24241664604458016,0.01
142,11,false,false,false,-2510.0,0.1,0.99,0.23999247958413436,0.01
143,31,false,true,false,-3110.0,0.1,0.99,0.23759255478829303,0.01
144,6,false,false,false,-2015.0,0.1,0.99,0.2352166292404101,0.01
145,28,false,false,false,-2057.0,0.1,0.99,0.232864462948006,0.01
146,25,false,false,false,-2034.0,0.1,0.99,0.23053581831852593,0.01
147,31,false,false,false,-2570.0,0.1,0.99,0.22823046013534068,0.01
148,19,false,false,false,-2048.0,0.1,0.99,0.22594815553398728,0.01
149,19,false,false,false,-2028.0,0.1,0.99,0.22368867397864742,0.01
150,68,false,false,false,-4647.0,0.1,0.99,0.22145178723886094,0.01
151,24,false,false,false,-2553.0,0.1,0.99,0.21923726936647234,0.01
152,20,false,false,false,-2539.0,0.1,0.99,0.2170448966728076,0.01
153,80,false,false,false,-2649.0,0.1,0.99,0.21487444770607952,0.01
154,3,false,false,false,-2002.0,0.1,0.99,0.21272570322901874,0.01
155,12,false,false,false,-2511.0,0.1,0.99,0.21059844619672854,0.01
156,38,false,false,false,-2107.0,0.1,0.99,0.20849246173476127,0.01
157,69,false,false,false,-3128.0,0.1,0.99,0.20640753711741366,0.01
158,16,false,true,false,-3025.0,0.1,0.99,0.20434346174623952,0.01
159,13,false,false,false,-2012.0,0.1,0.99,0.20230002712877712,0.01
160,20,false,false,false,-2029.0,0.1,0.99,0.20027702685748935,0.01
161,20,false,false,false,-3029.0,0.1,0.99,0.19827425658891445,0.01
162,7,false,false,false,-2016.0,0.1,0.99,0.1962915140230253,0.01
163,4,false,false,false,-2003.0,0.1,0.99,0.19432859888279505,0.01
164,66,false,false,false,-2105.0,0.1,0.99,0.1923853128939671,0.01
165,9,false,false,false,-2508.0,0.1,0.99,0.19046145976502743,0.01
166,23,false,false,false,-2562.0,0.1,0.99,0.18855684516737714,0.01
167,122,false,false,false,-2751.0,0.1,0.99,0.18667127671570335,0.01
168,55,false,false,false,-2104.0,0.1,0.99,0.18480456394854633,0.01
169,2,false,false,false,-2001.0,0.1,0.99,0.18295651830906087,0.01
170,60,false,false,false,-4119.0,0.1,0.99,0.18112695312597027,0.01
171,60,false,false,false,-3129.0,0.1,0.99,0.17931568359471056,0.01
172,66,false,false,false,-2695.0,0.1,0.99,0.17752252675876345,0.01
173,82,false,false,false,-2191.0,0.1,0.99,0.17574730149117582,0.01
174,69,false,true,false,-5718.0,0.1,0.99,0.17398982847626407,0.01
175,82,false,false,false,-3141.0,0.1,0.99,0.17224993019150142,0.01
176,20,false,false,false,-2549.0,0.1,0.99,0.1705274308895864,0.01
177,130,false,false,false,-2239.0,0.1,0.99,0.16882215658069055,0.01
178,107,false,false,false,-2716.0,0.1,0.99,0.16713393501488363,0.01
179,20,false,false,false,-2549.0,0.1,0.99,0.16546259566473479,0.01
180,68,false,false,false,-5167.0,0.1,0.99,0.16380796970808745,0.01
181,163,false,false,false,-4842.0,0.1,0.99,0.16216989001100657,0.01
182,26,false,true,false,-3535.0,0.1,0.99,0.1605481911108965,0.01
183,18,false,false,false,-2537.0,0.1,0.99,0.15894270919978754,0.01
184,28,false,false,false,-2537.0,0.1,0.99,0.15735328210778965,0.01
185,44,false,false,false,-3633.0,0.1,0.99,0.15577974928671176,0.01
186,28,false,false,false,-2577.0,0.1,0.99,0.15422195179384465,0.01
187,25,false,false,false,-2044.0,0.1,0.99,0.1526797322759062,0.01
188,24,false,true,false,-2063.0,0.1,0.99,0.15115293495314713,0.01
189,126,false,false,false,-3725.0,0.1,0.99,0.14964140560361566,0.01
190,46,false,true,true,-2635.0,0.1,0.99,0.1481449915475795,0.01
191,78,false,false,false,-2597.0,0.1,0.99,0.1466635416321037,0.01
192,102,false,false,false,-3221.0,0.1,0.99,0.14519690621578268,0.01
193,117,false,false,false,-3816.0,0.1,0.99,0.14374493715362485,0.01
194,59,false,false,false,-4098.0,0.1,0.99,0.1423074877820886,0.01
195,13,false,false,false,-2022.0,0.1,0.99,0.1408844129042677,0.01
196,1,false,false,false,-2000.0,0.1,0.99,0.13947556877522502,0.01
197,100,false,false,false,-3679.0,0.1,0.99,0.13808081308747278,0.01
198,46,false,false,false,-3095.0,0.1,0.99,0.13670000495659804,0.01
199,81,false,false,false,-3170.0,0.1,0.99,0.13533300490703207,0.01
200,17,false,false,false,-2016.0,0.1,0.99,0.13397967485796175,0.01
201,228,false,false,false,-3477.0,0.1,0.99,0.13263987810938213,0.01
202,22,false,false,false,-2561.0,0.1,0.99,0.1313134793282883,0.01
203,7,false,false,false,-2006.0,0.1,0.99,0.13000034453500542,0.01
204,42,false,false,false,-2591.0,0.1,0.99,0.12870034108965536,0.01
205,30,false,false,false,-2579.0,0.1,0.99,0.12741333767875881,0.01
206,93,false,false,false,-3662.0,0.1,0.99,0.12613920430197123,0.01
207,219,false,false,false,-4978.0,0.1,0.99,0.12487781225895152,0.01
208,18,false,true,false,-2037.0,0.1,0.99,0.123629034136362,0.01
209,75,false,false,false,-2634.0,0.1,0.99,0.12239274379499838,0.01
210,43,false,true,true,-3082.0,0.1,0.99,0.1211688163570484,0.01
211,158,false,false,false,-2297.0,0.1,0.99,0.11995712819347792,0.01
212,39,false,false,false,-2598.0,0.1,0.99,0.11875755691154315,0.01
213,3,false,false,false,-2002.0,0.1,0.99,0.11756998134242772,0.01
214,146,false,false,false,-2795.0,0.1,0.99,0.11639428152900344,0.01
215,41,false,false,false,-2550.0,0.1,0.99,0.11523033871371341,0.01
216,183,false,false,false,-3872.0,0.1,0.99,0.11407803532657627,0.01
217,58,false,true,false,-3637.0,0.1,0.99,0.11293725497331052,0.01
218,45,false,false,false,-2104.0,0.1,0.99,0.1118078824235774,0.01
219,58,false,false,false,-2117.0,0.1,0.99,0.11068980359934164,0.01
220,33,false,false,false,-2552.0,0.1,0.99,0.10958290556334822,0.01
221,220,false,false,false,-3429.0,0.1,0.99,0.10848707650771475,0.01
222,15,false,false,false,-2034.0,0.1,0.99,0.1074022057426376,0.01
223,39,false,false,false,-2068.0,0.1,0.99,0.10632818368521123,0.01
224,337,false,false,false,-4686.0,0.1,0.99,0.10526490184835911,0.01
225,230,false,false,false,-4959.0,0.1,0.99,0.10421225282987552,0.01
226,57,false,false,false,-2626.0,0.1,0.99,0.10317013030157676,0.01
227,83,false,true,false,-2162.0,0.1,0.99,0.10213842899856099,0.01
228,90,false,false,false,-2689.0,0.1,0.99,0.10111704470857538,0.01
229,35,false,false,false,-2064.0,0.1,0.99,0.10010587426148963,0.01
230,108,false,true,true,-3777.0,0.1,0.99,0.09910481551887473,0.01
231,259,false,false,false,-3508.0,0.1,0.99,0.09811376736368599,0.01
232,250,false,false,false,-4449.0,0.1,0.99,0.09713262969004913,0.01
233,18,false,true,false,-3527.0,0.1,0.99,0.09616130339314863,0.01
234,147,false,false,false,-4786.0,0.1,0.99,0.09519969035921715,0.01
235,12,false,false,false,-2031.0,0.1,0.99,0.09424769345562498,0.01
236,166,false,false,false,-2795.0,0.1,0.99,0.09330521652106873,0.01
237,220,false,false,false,-2909.0,0.1,0.99,0.09237216435585804,0.01
238,70,false,true,false,-2649.0,0.1,0.99,0.09144844271229946,0.01
239,18,false,false,false,-2037.0,0.1,0.99,0.09053395828517646,0.01
240,98,false,true,true,-5707.0,0.1,0.99,0.08962861870232469,0.01
241,58,false,false,false,-2607.0,0.1,0.99,0.08873233251530144,0.01
242,17,false,false,false,-2036.0,0.1,0.99,0.08784500919014843,0.01
243,93,false,false,false,-4202.0,0.1,0.99,0.08696655909824694,0.01
244,244,false,true,true,-5153.0,0.1,0.99,0.08609689350726446,0.01
245,11,false,false,false,-2030.0,0.1,0.99,0.08523592457219181,0.01
246,3,false,false,false,-2002.0,0.1,0.99,0.0843835653264699,0.01
247,199,false,true,true,-3798.0,0.1,0.99,0.0835397296732052,0.01
248,37,false,true,false,-2546.0,0.1,0.99,0.08270433237647315,0.01
249,238,false,false,false,-4887.0,0.1,0.99,0.08187728905270841,0.01
250,24,false,false,false,-2023.0,0.1,0.99,0.08105851616218133,0.01
251,1,false,false,false,-2000.0,0.1,0.99,0.08024793100055952,0.01
252,2,false,false,false,-2001.0,0.1,0.99,0.07944545169055392,0.01
253,64,false,true,false,-2103.0,0.1,0.99,0.07865099717364837,0.01
254,102,false,false,false,-2691.0,0.1,0.99,0.07786448720191189,0.01
255,41,false,true,true,-2050.0,0.1,0.99,0.07708584232989277,0.01
256,12,false,false,false,-2021.0,0.1,0.99,0.07631498390659384,0.01
257,7,false,false,false,-2006.0,0.1,0.99,0.07555183406752791,0.01
258,21,false,false,false,-2030.0,0.1,0.99,0.07479631572685264,0.01
259,2,false,false,false,-2001.0,0.1,0.99,0.07404835256958411,0.01
260,153,false,true,true,-4242.0,0.1,0.99,0.07330786904388827,0.01
261,249,false,false,false,-5448.0,0.1,0.99,0.07257479035344938,0.01
262,2,false,false,false,-2001.0,0.1,0.99,0.07184904244991488,0.01
263,81,false,false,false,-3150.0,0.1,0.99,0.07113055202541574,0.01
264,72,false,false,false,-3141.0,0.1,0.99,0.07041924650516158,0.01
265,158,true,true,true,153.0,0.1,0.99,0.06971505404010997,0.01
266,25,false,true,false,-2034.0,0.1,0.99,0.06901790349970886,0.01
267,44,false,true,false,-2053.0,0.1,0.99,0.06832772446471178,0.01
268,9,false,false,false,-2028.0,0.1,0.99,0.06764444722006466,0.01
269,106,false,true,true,-2305.0,0.1,0.99,0.066968002747864,0.01
270,17,false,false,false,-2016.0,0.1,0.99,0.06629832272038537,0.01
271,334,false,false,false,-5613.0,0.1,0.99,0.06563533949318151,0.01
272,102,true,true,true,1729.0,0.1,0.99,0.06497898609824969,0.01
273,339,false,false,false,-3588.0,0.1,0.99,0.0643291962372672,0.01
274,160,true,true,true,1701.0,0.1,0.99,0.06368590427489453,0.01
275,120,true,true,true,1791.0,0.1,0.99,0.06304904523214558,0.01
276,8,false,false,false,-2007.0,0.1,0.99,0.06241855477982412,0.01
277,86,false,false,false,-3175.0,0.1,0.99,0.06179436923202588,0.01
278,171,false,false,false,-2790.0,0.1,0.99,0.06117642553970562,0.01
279,25,false,true,false,-2034.0,0.1,0.99,0.06056466128430856,0.01
280,222,false,false,false,-2371.0,0.1,0.99,0.05995901467146548,0.01
281,114,true,true,true,1837.0,0.1,0.99,0.05935942452475082,0.01
282,59,true,true,true,1912.0,0.1,0.99,0.058765830279503314,0.01
283,130,true,true,true,1821.0,0.1,0.99,0.05817817197670828,0.01
284,88,false,false,false,-4657.0,0.1,0.99,0.057596390256941195,0.01
285,19,false,true,false,-2028.0,0.1,0.99,0.05702042635437178,0.01
286,97,true,true,true,354.0,0.1,0.99,0.05645022209082806,0.01
287,49,false,false,false,-2578.0,0.1,0.99,0.05588571986991978,0.01
288,26,false,true,false,-2055.0,0.1,0.99,0.055326862671220584,0.01
289,30,false,true,false,-2099.0,0.1,0.99,0.05477359404450838,0.01
290,112,true,true,true,1759.0,0.1,0.99,0.054225858104063294,0.01
291,93,true,true,true,1798.0,0.1,0.99,0.05368359952302266,0.01
292,89,true,true,true,1272.0,0.1,0.99,0.053146763527792434,0.01
293,94,true,true,true,1847.0,0.1,0.99,0.052615295892514506,0.01
294,96,true,true,true,845.0,0.1,0.99,0.052089142933589364,0.01
295,355,false,false,false,-6144.0,0.1,0.99,0.05156825150425347,0.01
296,81,true,true,true,1370.0,0.1,0.99,0.051052568989210935,0.01
297,14,false,false,false,-2513.0,0.1,0.99,0.05054204329931883,0.01
298,151,false,false,false,-2730.0,0.1,0.99,0.05003662286632564,0.01
299,13,false,true,false,-2022.0,0.1,0.99,0.04953625663766238,0.01
300,29,false,true,false,-2538.0,0.1,0.99,0.04904089407128576,0.01
301,60,false,true,true,-3089.0,0.1,0.99,0.0485504851305729,0.01
302,37,true,true,true,1454.0,0.1,0.99,0.048064980279267165,0.01
303,113,true,true,true,1798.0,0.1,0.99,0.04758433047647449,0.01
304,42,false,true,false,-2061.0,0.1,0.99,0.04710848717170975,0.01
305,80,true,true,true,1811.0,0.1,0.99,0.04663740229999265,0.01
306,55,true,true,true,1876.0,0.1,0.99,0.04617102827699272,0.01
307,84,true,true,true,1787.0,0.1,0.99,0.045709317994222794,0.01
308,92,true,true,true,1859.0,0.1,0.99,0.04525222481428057,0.01
309,45,true,true,true,1936.0,0.1,0.99,0.04479970256613776,0.01
310,84,true,true,true,1837.0,0.1,0.99,0.04435170554047638,0.01
311,68,false,false,false,-2137.0,0.1,0.99,0.043908188485071616,0.01
312,59,false,true,true,-2078.0,0.1,0.99,0.0434691066002209,0.01
313,59,true,true,true,922.0,0.1,0.99,0.04303441553421869,0.01
314,27,false,true,false,-2036.0,0.1,0.99,0.0426040713788765,0.01
315,69,true,true,true,1902.0,0.1,0.99,0.04217803066508773,0.01
316,40,true,true,true,1941.0,0.1,0.99,0.04175625035843686,0.01
317,142,false,false,false,-2741.0,0.1,0.99,0.041338687854852486,0.01
318,49,true,true,true,1932.0,0.1,0.99,0.04092530097630396,0.01
319,7,false,false,false,-2006.0,0.1,0.99,0.040516047966540916,0.01
320,71,true,true,true,1830.0,0.1,0.99,0.04011088748687551,0.01
321,31,true,true,true,1940.0,0.1,0.99,0.03970977861200675,0.01
322,73,true,true,true,1818.0,0.1,0.99,0.03931268082588668,0.01
323,55,true,true,true,1906.0,0.1,0.99,0.03891955401762781,0.01
324,484,false,false,false,-5323.0,0.1,0.99,0.03853035847745153,0.01
325,44,true,true,true,1917.0,0.1,0.99,0.03814505489267701,0.01
326,37,true,true,true,1944.0,0.1,0.99,0.03776360434375024,0.01
327,45,false,true,true,-2054.0,0.1,0.99,0.03738596830031274,0.01
328,10,false,false,false,-2029.0,0.1,0.99,0.03701210861730961,0.01
329,56,true,true,true,1905.0,0.1,0.99,0.03664198753113651,0.01
330,45,true,true,true,926.0,0.1,0.99,0.036275567655825146,0.01
331,185,false,false,false,-2304.0,0.1,0.99,0.03591281197926689,0.01
332,38,true,true,true,923.0,0.1,0.99,0.035553683859474224,0.01
333,313,false,false,false,-3482.0,0.1,0.99,0.03519814702087948,0.01
334,121,false,false,false,-2750.0,0.1,0.99,0.03484616555067068,0.01
335,39,true,true,true,1442.0,0.1,0.99,0.034497703895163975,0.01
336,23,false,true,false,-3042.0,0.1,0.99,0.03415272685621234,0.01
337,41,false,false,false,-2050.0,0.1,0.99,0.03381119958765021,0.01
338,36,true,true,true,1945.0,0.1,0.99,0.03347308759177371,0.01
339,37,true,true,true,1944.0,0.1,0.99,0.03313835671585597,0.01
340,46,true,true,true,1395.0,0.1,0.99,0.03280697314869741,0.01
341,32,true,true,true,1949.0,0.1,0.99,0.032478903417210436,0.01
342,33,true,true,true,1958.0,0.1,0.99,0.032154114383038335,0.01
343,52,true,true,true,1859.0,0.1,0.99,0.03183257323920795,0.01
344,30,true,true,true,1961.0,0.1,0.99,0.03151424750681587,0.01
345,45,true,true,true,1886.0,0.1,0.99,0.03119910503174771,0.01
346,491,false,false,false,-4770.0,0.1,0.99,0.030887113981430233,0.01
347,449,false,false,false,-4188.0,0.1,0.99,0.03057824284161593,0.01
348,28,true,true,true,1963.0,0.1,0.99,0.03027246041319977,0.01
349,38,false,true,true,-3047.0,0.1,0.99,0.029969735809067772,0.01
350,31,true,true,true,1460.0,0.1,0.99,0.029670038450977095,0.01
351,92,false,false,false,-2161.0,0.1,0.99,0.029373338066467324,0.01
352,37,true,true,true,1954.0,0.1,0.99,0.02907960468580265,0.01
353,29,true,true,true,1962.0,0.1,0.99,0.028788808638944622,0.01
354,40,true,true,true,1951.0,0.1,0.99,0.028500920552555174,0.01
355,24,true,true,true,1967.0,0.1,0.99,0.028215911347029624,0.01
356,41,true,true,true,1940.0,0.1,0.99,0.027933752233559327,0.01
357,23,true,true,true,1958.0,0.1,0.99,0.027654414711223735,0.01
358,23,true,true,true,1968.0,0.1,0.99,0.027377870564111496,0.01
359,39,true,true,true,1942.0,0.1,0.99,0.027104091858470382,0.01
360,23,true,true,true,1968.0,0.1,0.99,0.026833050939885677,0.01
361,24,true,true,true,1967.0,0.1,0.99,0.02656472043048682,0.01
362,28,true,true,true,1963.0,0.1,0.99,0.02629907322618195,0.01
363,24,true,true,true,1967.0,0.1,0.99,0.026036082493920133,0.01
364,34,true,true,true,1957.0,0.1,0.99,0.02577572166898093,0.01
365,26,true,true,true,1965.0,0.1,0.99,0.025517964452291122,0.01
366,23,true,true,true,1968.0,0.1,0.99,0.02526278480776821,0.01
367,24,true,true,true,1967.0,0.1,0.99,0.025010156959690527,0.01
368,23,true,true,true,1968.0,0.1,0.99,0.02476005539009362,0.01
369,25,true,true,true,1946.0,0.1,0.99,0.024512454836192684,0.01
370,21,true,true,true,1970.0,0.1,0.99,0.024267330287830756,0.01
371,626,false,false,false,-2965.0,0.1,0.99,0.024024656984952448,0.01
372,25,true,true,true,1956.0,0.1,0.99,0.023784410415102923,0.01
373,20,true,true,true,1971.0,0.1,0.99,0.023546566310951894,0.01
374,22,true,true,true,1959.0,0.1,0.99,0.023311100647842375,0.01
375,25,true,true,true,1956.0,0.1,0.99,0.02307798964136395,0.01
376,21,true,true,true,1970.0,0.1,0.99,0.022847209744950314,0.01
