episodeNumber,steps,agentWinTheGame,agentKilledTheWumpus
1652,20,true,true
1653,20,true,true
1654,20,true,true
1655,20,true,true
1656,3,false,false
1657,20,true,true
1658,20,true,true
1659,20,true,true
1660,20,true,true
1661,20,true,true
1662,21,true,true
1663,20,true,true
1664,20,true,true
1665,1,false,false
1666,22,true,true
1667,20,true,true
1668,20,true,true
1669,20,true,true
1670,20,true,true
1671,20,true,true
1672,20,true,true
1673,21,true,true
1674,20,true,true
1675,262,false,false
1676,20,true,true
1677,20,true,true
1678,20,true,true
1679,20,true,true
1680,21,true,true
1681,20,true,true
1682,20,true,true
1683,20,true,true
1684,20,true,true
1685,20,true,true
1686,20,true,true
1687,911,false,false
1688,21,true,true
1689,21,true,true
1690,21,true,true
1691,21,true,true
1692,20,true,true
1693,20,true,true
1694,20,true,true
1695,20,true,true
1696,20,true,true
1697,20,true,true
1698,20,true,true
1699,22,true,true
1700,20,true,true
1701,20,true,true
1702,20,true,true
1703,20,true,true
1704,20,true,true
1705,20,true,true
1706,20,true,true
1707,20,true,true
1708,20,true,true
1709,20,true,true
1710,20,true,true
1711,20,true,true
1712,20,true,true
1713,21,true,true
1714,20,true,true
1715,20,true,true
1716,20,true,true
1717,20,true,true
1718,20,true,true
1719,20,true,true
1720,20,true,true
1721,20,true,true
1722,20,true,true
1723,21,true,true
1724,20,true,true
1725,20,true,true
1726,20,true,true
1727,22,true,true
1728,21,true,true
1729,20,true,true
1730,20,true,true
1731,20,true,true
1732,20,true,true
1733,20,true,true
1734,20,true,true
1735,21,true,true
1736,20,true,true
1737,20,true,true
1738,20,true,true
1739,20,true,true
1740,20,true,true
1741,20,true,true
1742,20,true,true
1743,20,true,true
1744,20,true,true
1745,20,true,true
1746,4,false,false
1747,20,true,true
1748,20,true,true
1749,20,true,true
1750,20,true,true
1751,20,true,true
1752,20,true,true
1753,20,true,true
1754,20,true,true
1755,20,true,true
1756,20,true,true
1757,20,true,true
1758,20,true,true
1759,20,true,true
1760,20,true,true
1761,20,true,true
1762,22,true,true
1763,20,true,true
1764,20,true,true
1765,20,true,true
1766,21,true,true
1767,20,true,true
1768,21,true,true
1769,20,true,true
1770,20,true,true
1771,20,true,true
1772,20,true,true
1773,20,true,true
1774,20,true,true
1775,20,true,true
1776,20,true,true
1777,20,true,true
1778,20,true,true
1779,20,true,true
1780,21,true,true
1781,20,true,true
1782,20,true,true
1783,22,true,true
1784,21,true,true
1785,22,true,true
1786,20,true,true
1787,20,true,true
1788,20,true,true
1789,20,true,true
1790,20,true,true
1791,20,true,true
1792,20,true,true
1793,20,true,true
1794,20,true,true
1795,20,true,true
1796,20,true,true
1797,20,true,true
1798,20,true,true
1799,20,true,true
1800,20,true,true
1801,20,true,true
1802,20,true,true
1803,21,true,true
1804,20,true,true
1805,20,true,true
1806,21,true,true
1807,20,true,true
1808,20,true,true
1809,2,false,false
1810,20,true,true
1811,20,true,true
1812,20,true,true
1813,20,true,true
1814,20,true,true
1815,20,true,true
1816,20,true,true
1817,20,true,true
1818,20,true,true
1819,20,true,true
1820,20,true,true
1821,2618,false,false
1822,21,true,true
1823,20,true,true
1824,20,true,true
1825,20,true,true
1826,20,true,true
1827,20,true,true
1828,20,true,true
1829,20,true,true
1830,21,true,true
1831,20,true,true
1832,20,true,true
1833,20,true,true
1834,20,true,true
1835,20,true,true
1836,20,true,true
1837,21,true,true
1838,20,true,true
1839,22,true,true
1840,20,true,true
1841,20,true,true
1842,20,true,true
1843,20,true,true
1844,20,true,true
1845,20,true,true
1846,20,true,true
1847,20,true,true
1848,20,true,true
1849,20,true,true
1850,22,true,true
1851,21,true,true
1852,20,true,true
1853,21,true,true
1854,22,true,true
1855,21,true,true
1856,20,true,true
1857,20,true,true
1858,20,true,true
1859,20,true,true
1860,20,true,true
1861,20,true,true
1862,20,true,true
1863,20,true,true
1864,20,true,true
1865,20,true,true
1866,20,true,true
1867,20,true,true
1868,20,true,true
1869,20,true,true
1870,20,true,true
1871,22,true,true
1872,20,true,true
1873,20,true,true
1874,20,true,true
1875,20,true,true
1876,20,true,true
1877,22,true,true
1878,20,true,true
1879,20,true,true
1880,20,true,true
1881,20,true,true
1882,20,true,true
1883,20,true,true
1884,20,true,true
1885,20,true,true
1886,20,true,true
1887,20,true,true
1888,20,true,true
1889,20,true,true
1890,20,true,true
1891,20,true,true
1892,20,true,true
1893,20,true,true
1894,21,true,true
1895,20,true,true
1896,20,true,true
1897,20,true,true
1898,20,true,true
1899,20,true,true
1900,20,true,true
1901,20,true,true
1902,20,true,true
1903,20,true,true
1904,20,true,true
1905,20,true,true
1906,23,true,true
1907,20,true,true
1908,21,true,true
1909,20,true,true
1910,20,true,true
1911,20,true,true
1912,20,true,true
1913,20,true,true
1914,20,true,true
1915,20,true,true
1916,20,true,true
1917,20,true,true
1918,20,true,true
1919,20,true,true
1920,24,true,true
1921,20,true,true
1922,20,true,true
1923,20,true,true
1924,20,true,true
1925,20,true,true
1926,20,true,true
1927,20,true,true
1928,20,true,true
1929,20,true,true
1930,2154,false,false
1931,17,false,true
1932,20,true,true
1933,20,true,true
1934,20,true,true
1935,21,true,true
1936,20,true,true
1937,20,true,true
1938,20,true,true
1939,20,true,true
1940,20,true,true
1941,21,true,true
1942,20,true,true
1943,20,true,true
1944,23,true,true
1945,20,true,true
1946,20,true,true
1947,21,true,true
1948,20,true,true
1949,20,true,true
1950,21,true,true
1951,20,true,true
1952,20,true,true
1953,20,true,true
1954,20,true,true
1955,20,true,true
1956,20,true,true
1957,20,true,true
1958,20,true,true
1959,20,true,true
1960,20,true,true
1961,20,true,true
1962,20,true,true
1963,20,true,true
1964,20,true,true
1965,20,true,true
1966,20,true,true
1967,20,true,true
1968,22,true,true
1969,20,true,true
1970,20,true,true
1971,20,true,true
1972,20,true,true
1973,21,true,true
1974,20,true,true
1975,20,true,true
1976,21,true,true
1977,20,true,true
1978,20,true,true
1979,20,true,true
1980,20,true,true
1981,20,true,true
1982,22,true,true
1983,20,true,true
1984,20,true,true
1985,20,true,true
1986,20,true,true
1987,20,true,true
1988,20,true,true
1989,20,true,true
1990,20,true,true
1991,20,true,true
1992,20,true,true
1993,20,true,true
1994,20,true,true
1995,20,true,true
1996,20,true,true
1997,20,true,true
1998,21,true,true
1999,20,true,true
2000,21,true,true
2001,21,true,true
2002,20,true,true
2003,20,true,true
2004,20,true,true
2005,20,true,true
2006,20,true,true
2007,20,true,true
2008,20,true,true
2009,21,true,true
2010,20,true,true
2011,21,true,true
2012,20,true,true
2013,20,true,true
2014,20,true,true
2015,20,true,true
2016,20,true,true
2017,20,true,true
2018,20,true,true
2019,20,true,true
2020,20,true,true
2021,20,true,true
2022,20,true,true
2023,20,true,true
2024,20,true,true
2025,20,true,true
2026,20,true,true
2027,20,true,true
2028,20,true,true
2029,20,true,true
2030,20,true,true
2031,20,true,true
2032,20,true,true
2033,20,true,true
2034,20,true,true
2035,20,true,true
2036,20,true,true
2037,20,true,true
2038,20,true,true
2039,20,true,true
2040,20,true,true
2041,20,true,true
2042,20,true,true
2043,20,true,true
2044,392,false,false
2045,20,true,true
2046,20,true,true
2047,20,true,true
2048,23,true,true
2049,21,true,true
2050,20,true,true
2051,20,true,true
2052,20,true,true
2053,20,true,true
2054,20,true,true
2055,777,false,false
2056,20,true,true
2057,20,true,true
2058,20,true,true
2059,20,true,true
2060,20,true,true
2061,20,true,true
2062,20,true,true
2063,20,true,true
2064,20,true,true
2065,20,true,true
2066,20,true,true
2067,42,false,false
2068,20,true,true
2069,20,true,true
2070,20,true,true
2071,20,true,true
2072,20,true,true
2073,20,true,true
2074,20,true,true
2075,21,true,true
2076,20,true,true
2077,20,true,true
2078,20,true,true
2079,20,true,true
2080,20,true,true
2081,24,true,true
2082,20,true,true
2083,20,true,true
2084,21,true,true
2085,20,true,true
2086,20,true,true
2087,20,true,true
2088,20,true,true
2089,20,true,true
2090,20,true,true
2091,20,true,true
2092,22,true,true
2093,20,true,true
2094,20,true,true
2095,20,true,true
2096,20,true,true
2097,20,true,true
2098,20,true,true
2099,20,true,true
2100,20,true,true
2101,6,false,true
2102,20,true,true
2103,20,true,true
2104,22,true,true
2105,21,true,true
2106,20,true,true
2107,20,true,true
2108,20,true,true
2109,21,true,true
2110,20,true,true
2111,20,true,true
2112,20,true,true
2113,20,true,true
2114,20,true,true
2115,20,true,true
2116,20,true,true
2117,20,true,true
2118,20,true,true
2119,20,true,true
2120,21,true,true
2121,20,true,true
2122,1403,false,false
2123,20,true,true
2124,20,true,true
2125,20,true,true
2126,20,true,true
2127,20,true,true
2128,20,true,true
2129,20,true,true
2130,20,true,true
2131,20,true,true
2132,20,true,true
2133,20,true,true
2134,20,true,true
2135,20,true,true
2136,20,true,true
2137,21,true,true
2138,20,true,true
2139,20,true,true
2140,21,true,true
2141,20,true,true
2142,20,true,true
2143,20,true,true
2144,20,true,true
2145,20,true,true
2146,20,true,true
2147,20,true,true
2148,20,true,true
2149,20,true,true
2150,21,true,true
2151,20,true,true
2152,20,true,true
2153,21,true,true
2154,20,true,true
2155,20,true,true
2156,20,true,true
2157,20,true,true
2158,21,true,true
2159,20,true,true
2160,20,true,true
2161,20,true,true
2162,20,true,true
2163,2,false,false
2164,20,true,true
2165,20,true,true
2166,20,true,true
2167,1273,false,false
2168,20,true,true
2169,20,true,true
2170,20,true,true
2171,20,true,true
2172,22,true,true
2173,20,true,true
2174,20,true,true
2175,20,true,true
2176,20,true,true
2177,20,true,true
2178,22,true,true
2179,20,true,true
2180,20,true,true
2181,20,true,true
2182,21,true,true
2183,20,true,true
2184,20,true,true
2185,20,true,true
2186,21,true,true
2187,20,true,true
2188,20,true,true
2189,20,true,true
2190,20,true,true
2191,20,true,true
2192,20,true,true
2193,20,true,true
2194,20,true,true
2195,20,true,true
2196,20,true,true
2197,20,true,true
2198,20,true,true
2199,20,true,true
2200,23,true,true
2201,1420,false,false
2202,20,true,true
2203,20,true,true
2204,20,true,true
2205,22,true,true
2206,20,true,true
2207,20,true,true
2208,20,true,true
2209,20,true,true
2210,20,true,true
2211,20,true,true
2212,20,true,true
2213,20,true,true
2214,20,true,true
2215,20,true,true
2216,20,true,true
2217,20,true,true
2218,20,true,true
2219,20,true,true
2220,20,true,true
2221,20,true,true
2222,20,true,true
2223,20,true,true
2224,20,true,true
2225,20,true,true
2226,20,true,true
2227,20,true,true
2228,20,true,true
2229,20,true,true
2230,20,true,true
2231,20,true,true
2232,20,true,true
2233,21,true,true
2234,20,true,true
2235,21,true,true
2236,20,true,true
2237,20,true,true
2238,21,true,true
2239,20,true,true
2240,3,false,false
2241,22,true,true
2242,20,true,true
2243,20,true,true
2244,20,true,true
2245,21,true,true
2246,20,true,true
2247,20,true,true
2248,20,true,true
2249,20,true,true
2250,22,true,true
2251,21,true,true
2252,366,false,false
2253,21,true,true
2254,20,true,true
2255,17,false,true
2256,20,true,true
2257,20,true,true
2258,20,true,true
2259,20,true,true
2260,20,true,true
2261,20,true,true
2262,20,true,true
2263,20,true,true
2264,20,true,true
2265,20,true,true
2266,20,true,true
2267,21,true,true
2268,20,true,true
2269,20,true,true
2270,20,true,true
2271,20,true,true
2272,21,true,true
2273,20,true,true
2274,20,true,true
2275,20,true,true
2276,21,true,true
2277,20,true,true
2278,20,true,true
2279,20,true,true
2280,20,true,true
2281,20,true,true
2282,20,true,true
2283,20,true,true
2284,20,true,true
2285,20,true,true
2286,20,true,true
2287,20,true,true
2288,20,true,true
2289,20,true,true
2290,20,true,true
2291,20,true,true
2292,20,true,true
2293,20,true,true
2294,20,true,true
2295,20,true,true
2296,20,true,true
2297,20,true,true
2298,20,true,true
2299,20,true,true
2300,20,true,true
2301,20,true,true
2302,20,true,true
2303,20,true,true
2304,22,true,true
2305,20,true,true
2306,20,true,true
2307,21,true,true
2308,22,true,true
2309,20,true,true
2310,20,true,true
2311,20,true,true
2312,20,true,true
2313,21,true,true
2314,20,true,true
2315,20,true,true
2316,21,true,true
2317,20,true,true
2318,20,true,true
2319,20,true,true
2320,20,true,true
2321,20,true,true
2322,20,true,true
2323,20,true,true
2324,20,true,true
2325,20,true,true
2326,20,true,true
2327,21,true,true
2328,20,true,true
2329,21,true,true
2330,20,true,true
2331,20,true,true
2332,20,true,true
2333,20,true,true
2334,20,true,true
2335,20,true,true
2336,20,true,true
2337,20,true,true
2338,20,true,true
2339,366,false,false
2340,20,true,true
2341,20,true,true
2342,20,true,true
2343,20,true,true
2344,20,true,true
2345,20,true,true
2346,21,true,true
2347,20,true,true
2348,20,true,true
2349,20,true,true
2350,20,true,true
2351,20,true,true
2352,537,false,false
2353,20,true,true
2354,20,true,true
2355,20,true,true
2356,21,true,true
2357,20,true,true
2358,20,true,true
2359,20,true,true
2360,22,true,true
2361,20,true,true
2362,20,true,true
2363,20,true,true
2364,20,true,true
2365,20,true,true
2366,20,true,true
2367,20,true,true
2368,21,true,true
2369,20,true,true
2370,20,true,true
2371,20,true,true
2372,20,true,true
2373,21,true,true
2374,21,true,true
2375,20,true,true
2376,20,true,true
2377,21,true,true
2378,20,true,true
2379,20,true,true
2380,20,true,true
2381,21,true,true
2382,20,true,true
2383,20,true,true
2384,20,true,true
2385,20,true,true
2386,20,true,true
2387,20,true,true
2388,20,true,true
2389,20,true,true
2390,20,true,true
2391,20,true,true
2392,20,true,true
2393,20,true,true
2394,20,true,true
2395,20,true,true
2396,20,true,true
2397,25,true,true
2398,20,true,true
2399,20,true,true
2400,20,true,true
2401,20,true,true
2402,20,true,true
2403,20,true,true
2404,22,true,true
2405,20,true,true
2406,20,true,true
2407,20,true,true
2408,20,true,true
2409,20,true,true
2410,20,true,true
2411,22,true,true
2412,20,true,true
2413,20,true,true
2414,20,true,true
2415,20,true,true
2416,20,true,true
2417,20,true,true
2418,20,true,true
2419,20,true,true
2420,20,true,true
2421,20,true,true
2422,21,true,true
2423,20,true,true
2424,20,true,true
2425,20,true,true
2426,14,false,true
2427,20,true,true
2428,20,false,true
2429,20,true,true
2430,21,true,true
2431,20,true,true
2432,20,true,true
2433,20,true,true
2434,20,true,true
2435,20,true,true
2436,20,true,true
2437,21,true,true
2438,20,true,true
2439,20,true,true
2440,20,true,true
2441,20,true,true
2442,20,true,true
2443,20,true,true
2444,20,true,true
2445,20,true,true
2446,20,true,true
2447,20,true,true
2448,21,true,true
2449,20,true,true
2450,20,true,true
2451,20,true,true
2452,20,true,true
2453,20,true,true
2454,15,false,true
2455,20,true,true
2456,20,true,true
2457,20,true,true
2458,21,true,true
2459,20,true,true
2460,20,true,true
2461,20,true,true
2462,20,true,true
2463,20,true,true
2464,20,true,true
2465,20,true,true
2466,20,true,true
2467,20,true,true
2468,20,true,true
2469,20,true,true
2470,22,true,true
2471,20,true,true
2472,20,true,true
2473,20,true,true
2474,20,true,true
2475,20,true,true
2476,20,true,true
2477,20,true,true
2478,20,true,true
2479,20,true,true
2480,20,true,true
2481,20,true,true
2482,20,true,true
2483,21,true,true
2484,20,true,true
2485,20,true,true
2486,20,true,true
2487,20,true,true
2488,20,true,true
2489,20,true,true
2490,20,true,true
2491,20,true,true
2492,20,true,true
2493,20,true,true
2494,20,true,true
2495,20,true,true
2496,21,true,true
2497,20,true,true
2498,22,true,true
2499,20,true,true
2500,20,true,true
2501,20,true,true
2502,20,true,true
2503,20,true,true
2504,20,true,true
2505,20,true,true
2506,20,true,true
2507,20,true,true
2508,20,true,true
2509,20,true,true
2510,20,true,true
2511,20,true,true
2512,20,true,true
2513,20,true,true
2514,8,false,true
2515,20,true,true
2516,20,true,true
2517,20,true,true
2518,20,true,true
2519,20,true,true
2520,20,true,true
2521,20,true,true
2522,20,true,true
2523,20,true,true
2524,20,true,true
2525,20,true,true
2526,20,true,true
2527,20,true,true
2528,20,true,true
2529,20,true,true
2530,20,true,true
2531,20,true,true
2532,20,true,true
2533,20,true,true
2534,20,true,true
2535,20,true,true
2536,20,true,true
2537,20,true,true
2538,20,true,true
2539,20,true,true
2540,8,false,true
2541,20,true,true
2542,21,true,true
2543,20,true,true
2544,20,true,true
2545,22,true,true
2546,20,true,true
2547,20,true,true
2548,20,true,true
2549,20,true,true
2550,20,true,true
2551,22,true,true
2552,22,true,true
2553,20,true,true
2554,20,true,true
2555,20,true,true
2556,20,true,true
2557,20,true,true
2558,20,true,true
2559,20,true,true
2560,20,true,true
2561,20,true,true
2562,20,true,true
2563,20,true,true
2564,20,true,true
2565,20,true,true
2566,20,true,true
2567,21,true,true
2568,22,true,true
2569,20,true,true
2570,20,true,true
2571,20,true,true
2572,20,true,true
2573,20,true,true
2574,20,true,true
2575,20,true,true
2576,20,true,true
2577,20,true,true
2578,20,true,true
2579,4,false,false
2580,20,true,true
2581,20,true,true
2582,20,true,true
2583,20,true,true
2584,20,true,true
2585,20,true,true
2586,22,true,true
2587,20,true,true
2588,20,true,true
2589,20,true,true
2590,20,true,true
2591,20,true,true
2592,20,true,true
2593,20,true,true
2594,20,true,true
2595,21,true,true
2596,20,true,true
2597,20,true,true
2598,20,true,true
2599,20,true,true
2600,20,true,true
2601,15,false,true
2602,20,true,true
2603,20,true,true
2604,20,true,true
2605,20,true,true
2606,20,true,true
2607,22,true,true
2608,20,true,true
2609,20,true,true
2610,20,true,true
2611,20,true,true
2612,20,true,true
2613,20,true,true
2614,20,true,true
2615,20,true,true
2616,20,true,true
2617,23,true,true
2618,20,true,true
2619,21,true,true
2620,20,true,true
2621,20,true,true
2622,20,true,true
2623,20,true,true
2624,20,true,true
2625,20,true,true
2626,20,true,true
2627,20,true,true
2628,20,true,true
2629,20,true,true
2630,20,true,true
2631,20,true,true
2632,21,true,true
2633,20,true,true
2634,20,true,true
2635,20,true,true
2636,20,true,true
2637,20,true,true
2638,20,true,true
2639,20,true,true
2640,21,true,true
2641,20,true,true
2642,20,true,true
2643,20,true,true
2644,20,true,true
2645,20,true,true
2646,20,true,true
2647,22,true,true
2648,20,true,true
2649,20,true,true
2650,20,true,true
2651,20,true,true
2652,20,false,true
2653,20,true,true
2654,20,true,true
2655,21,true,true
2656,20,true,true
2657,20,true,true
2658,20,true,true
2659,20,true,true
2660,20,true,true
2661,20,true,true
2662,15,false,false
2663,20,true,true
2664,20,true,true
2665,20,true,true
2666,21,true,true
2667,20,true,true
2668,20,true,true
2669,21,true,true
2670,20,true,true
2671,20,true,true
2672,23,true,true
2673,21,true,true
2674,20,true,true
2675,20,true,true
2676,20,true,true
2677,21,true,true
2678,20,true,true
2679,20,true,true
2680,20,true,true
2681,20,true,true
2682,20,true,true
2683,20,true,true
2684,20,true,true
2685,20,true,true
2686,20,true,true
2687,20,true,true
2688,20,true,true
2689,21,true,true
2690,20,true,true
2691,20,true,true
2692,20,true,true
2693,20,true,true
2694,20,true,true
2695,20,true,true
2696,20,true,true
2697,20,true,true
2698,20,true,true
2699,20,true,true
2700,20,true,true
2701,20,true,true
2702,21,true,true
2703,20,true,true
2704,20,true,true
2705,20,true,true
2706,20,true,true
2707,20,true,true
2708,20,true,true
2709,20,true,true
2710,20,true,true
2711,20,true,true
2712,20,true,true
2713,20,true,true
2714,23,true,true
2715,20,true,true
2716,21,true,true
2717,20,true,true
2718,24,true,true
2719,20,true,true
2720,20,true,true
2721,20,true,true
2722,20,true,true
2723,20,true,true
2724,20,true,true
2725,20,true,true
2726,20,true,true
2727,20,true,true
2728,22,true,true
2729,20,true,true
2730,20,true,true
2731,20,true,true
2732,20,true,true
2733,20,true,true
2734,23,true,true
2735,21,true,true
2736,20,true,true
2737,20,true,true
2738,20,true,true
2739,20,true,true
2740,20,true,true
2741,21,true,true
2742,20,true,true
2743,20,true,true
2744,21,true,true
2745,20,true,true
2746,20,true,true
2747,20,true,true
2748,20,true,true
2749,20,true,true
2750,20,true,true
2751,21,true,true
2752,20,true,true
2753,21,true,true
2754,20,true,true
2755,20,true,true
2756,20,true,true
2757,20,true,true
2758,20,true,true
2759,20,true,true
2760,20,true,true
2761,20,true,true
2762,20,true,true
2763,20,true,true
2764,21,true,true
2765,20,true,true
2766,20,true,true
2767,20,true,true
2768,21,true,true
2769,20,true,true
2770,20,true,true
2771,20,true,true
2772,20,true,true
2773,20,true,true
2774,20,true,true
2775,20,true,true
2776,20,true,true
2777,20,true,true
2778,21,true,true
2779,20,true,true
2780,20,true,true
2781,21,true,true
2782,20,true,true
2783,20,true,true
2784,21,true,true
2785,20,true,true
2786,20,true,true
2787,20,true,true
2788,20,true,true
2789,20,true,true
2790,20,true,true
2791,20,true,true
2792,21,true,true
2793,20,true,true
2794,20,true,true
2795,20,true,true
2796,20,true,true
2797,21,true,true
2798,20,true,true
2799,20,true,true
2800,22,true,true
2801,20,true,true
2802,20,true,true
2803,20,true,true
2804,20,true,true
2805,20,true,true
2806,20,true,true
2807,20,true,true
2808,20,true,true
2809,20,true,true
2810,20,true,true
2811,20,true,true
2812,20,true,true
2813,20,true,true
2814,20,true,true
2815,20,true,true
2816,20,true,true
2817,20,true,true
2818,20,true,true
2819,20,true,true
2820,20,true,true
2821,20,true,true
2822,20,true,true
2823,20,true,true
2824,20,true,true
2825,20,true,true
2826,20,true,true
2827,20,true,true
2828,20,true,true
2829,20,true,true
2830,20,true,true
2831,20,true,true
2832,20,true,true
2833,20,true,true
2834,20,true,true
2835,21,true,true
2836,20,true,true
2837,20,true,true
2838,20,true,true
2839,20,true,true
2840,22,true,true
2841,19,false,true
2842,20,true,true
2843,20,true,true
2844,20,true,true
2845,20,true,true
2846,20,true,true
2847,20,true,true
2848,20,true,true
2849,20,true,true
2850,20,true,true
2851,20,true,true
2852,20,true,true
2853,22,true,true
2854,20,true,true
2855,20,true,true
2856,22,true,true
2857,20,true,true
2858,20,true,true
2859,20,true,true
2860,21,true,true
2861,20,true,true
2862,20,true,true
2863,20,true,true
2864,20,true,true
2865,20,true,true
2866,22,true,true
2867,20,true,true
2868,22,true,true
2869,20,true,true
2870,20,true,true
2871,20,true,true
2872,21,true,true
2873,20,true,true
2874,22,true,true
2875,20,true,true
2876,23,true,true
2877,388,false,false
2878,21,true,true
2879,20,true,true
2880,20,true,true
2881,20,true,true
2882,20,true,true
2883,20,true,true
2884,20,true,true
2885,20,true,true
2886,20,true,true
2887,20,true,true
2888,20,true,true
2889,20,true,true
2890,20,true,true
2891,20,true,true
2892,463,false,false
2893,20,true,true
2894,20,true,true
2895,20,true,true
2896,20,true,true
2897,22,true,true
2898,20,true,true
2899,20,true,true
2900,20,true,true
2901,20,true,true
2902,20,true,true
2903,20,true,true
2904,20,true,true
2905,20,true,true
2906,20,true,true
2907,20,true,true
2908,21,true,true
2909,20,true,true
2910,20,true,true
2911,20,true,true
2912,20,true,true
2913,20,true,true
2914,20,true,true
2915,20,true,true
2916,20,true,true
2917,20,true,true
2918,23,true,true
2919,20,true,true
2920,20,true,true
2921,20,true,true
2922,20,true,true
2923,20,true,true
2924,20,true,true
2925,20,true,true
2926,21,true,true
2927,20,true,true
2928,20,true,true
2929,20,true,true
2930,20,true,true
2931,20,true,true
2932,20,true,true
2933,20,true,true
2934,20,true,true
2935,20,true,true
2936,20,true,true
2937,20,true,true
2938,21,true,true
2939,20,true,true
2940,20,true,true
2941,20,true,true
2942,20,true,true
2943,20,true,true
2944,20,true,true
2945,20,true,true
2946,20,true,true
2947,20,true,true
2948,20,true,true
2949,20,true,true
2950,20,true,true
2951,20,true,true
2952,20,true,true
2953,20,true,true
2954,20,true,true
2955,20,true,true
2956,22,true,true
2957,1497,false,false
2958,20,true,true
2959,20,true,true
2960,20,true,true
2961,21,true,true
2962,162,false,false
2963,415,false,false
2964,20,true,true
2965,20,true,true
2966,21,true,true
2967,20,true,true
2968,20,true,true
2969,20,true,true
2970,20,true,true
2971,20,true,true
2972,20,true,true
2973,20,true,true
2974,20,true,true
2975,20,true,true
2976,20,true,true
2977,20,true,true
2978,20,true,true
2979,21,true,true
2980,20,true,true
2981,20,true,true
2982,20,true,true
2983,22,true,true
2984,20,true,true
2985,20,true,true
2986,20,true,true
2987,20,true,true
2988,20,true,true
2989,20,true,true
2990,20,true,true
2991,20,true,true
2992,20,true,true
2993,20,true,true
2994,20,true,true
2995,20,true,true
2996,20,true,true
2997,20,true,true
2998,20,true,true
2999,20,true,true
3000,21,true,true
3001,20,true,true
3002,20,true,true
3003,20,true,true
3004,20,true,true
3005,20,true,true
3006,20,true,true
3007,20,true,true
3008,22,true,true
3009,20,true,true
3010,20,true,true
3011,20,true,true
3012,20,true,true
3013,2778,false,false
3014,21,true,true
3015,20,true,true
3016,21,true,true
3017,20,true,true
3018,20,true,true
3019,977,false,false
3020,20,true,true
3021,20,true,true
3022,20,true,true
3023,20,true,true
3024,21,true,true
3025,20,true,true
3026,21,true,true
3027,23,true,true
3028,20,true,true
3029,20,true,true
3030,22,true,true
3031,20,true,true
3032,20,true,true
3033,20,true,true
3034,20,true,true
3035,3,false,false
3036,20,true,true
3037,20,true,true
3038,20,true,true
3039,20,true,true
3040,20,true,true
3041,20,true,true
3042,20,true,true
3043,20,true,true
3044,20,true,true
3045,20,true,true
3046,20,true,true
3047,21,true,true
3048,20,true,true
3049,20,true,true
3050,22,true,true
3051,20,true,true
3052,21,true,true
3053,20,true,true
3054,20,true,true
3055,20,true,true
3056,20,true,true
3057,20,true,true
3058,20,true,true
3059,20,true,true
3060,60,false,false
3061,17,false,true
3062,20,true,true
3063,20,true,true
3064,20,true,true
3065,20,true,true
3066,21,true,true
3067,2645,false,false
3068,20,true,true
3069,20,true,true
3070,6,false,true
3071,20,true,true
3072,20,true,true
3073,20,true,true
3074,20,true,true
3075,20,true,true
3076,20,true,true
3077,20,true,true
3078,20,true,true
3079,20,true,true
3080,20,true,true
3081,20,true,true
3082,20,true,true
3083,20,true,true
3084,20,true,true
3085,20,true,true
3086,20,true,true
3087,20,true,true
3088,20,true,true
3089,20,true,true
3090,20,true,true
3091,20,true,true
3092,20,true,true
3093,20,true,true
3094,21,true,true
3095,20,true,true
3096,20,true,true
3097,20,true,true
3098,21,true,true
3099,20,true,true
3100,20,true,true
3101,20,true,true
3102,20,true,true
3103,20,true,true
3104,20,true,true
3105,20,true,true
3106,20,true,true
3107,20,true,true
3108,20,true,true
3109,21,true,true
3110,20,true,true
3111,20,true,true
3112,20,true,true
3113,20,true,true
3114,20,true,true
3115,20,true,true
3116,20,true,true
3117,20,true,true
3118,20,true,true
3119,20,true,true
3120,20,true,true
3121,20,true,true
3122,20,true,true
3123,20,true,true
3124,20,true,true
3125,20,true,true
3126,20,true,true
3127,20,true,true
3128,20,true,true
3129,20,true,true
3130,20,true,true
3131,20,true,true
3132,21,true,true
3133,20,true,true
3134,20,true,true
3135,20,true,true
3136,20,true,true
3137,20,true,true
3138,20,true,true
3139,20,true,true
3140,20,true,true
3141,20,true,true
3142,21,true,true
3143,20,true,true
3144,20,true,true
3145,20,true,true
3146,20,true,true
3147,20,true,true
3148,20,true,true
3149,1914,false,false
3150,20,true,true
3151,20,true,true
3152,20,true,true
3153,20,true,true
3154,20,true,true
3155,20,true,true
3156,20,true,true
3157,21,true,true
3158,20,true,true
3159,20,true,true
3160,20,true,true
3161,20,true,true
3162,20,true,true
3163,20,true,true
3164,20,true,true
3165,20,true,true
3166,20,true,true
3167,20,true,true
3168,20,true,true
3169,20,true,true
3170,21,true,true
3171,21,true,true
3172,20,true,true
3173,21,true,true
3174,22,true,true
3175,20,true,true
3176,20,true,true
3177,20,true,true
3178,20,true,true
3179,20,true,true
3180,20,true,true
3181,20,true,true
3182,20,true,true
3183,20,true,true
3184,21,true,true
3185,20,true,true
3186,23,true,true
3187,20,true,true
3188,20,true,true
3189,20,true,true
3190,20,true,true
3191,20,true,true
3192,20,true,true
3193,20,true,true
3194,20,true,true
3195,20,true,true
3196,20,true,true
3197,20,true,true
3198,20,true,true
3199,21,true,true
3200,20,true,true
3201,20,true,true
3202,20,true,true
